Season,DayNum,TeamIdA,ScoreA,TeamIdB,ScoreB,Round,SeedA,SeedB,WinRatioA,GapAvgA,WinRatioB,GapAvgB,OrdinalRankA,OrdinalRankB,SeedDiff,WinRatioDiff,GapAvgDiff,OrdinalRankDiff,ScoreDiff,WinA
2003,134,1421,92,1411,84,0,16,16,0.4482758620689655,-7.241379310344827,0.6,1.9666666666666666,240.55555555555554,247.55555555555554,0,-0.15172413793103445,-9.208045977011494,-7.0,8,1
2003,136,1112,80,1436,51,1,1,16,0.8928571428571429,14.964285714285714,0.6551724137931034,4.655172413793103,2.272727272727273,160.55555555555554,-15,0.23768472906403948,10.30911330049261,-158.28282828282826,29,1
2003,136,1113,84,1272,71,1,10,7,0.6206896551724138,6.793103448275862,0.7931034482758621,8.689655172413794,34.666666666666664,21.181818181818183,3,-0.1724137931034483,-1.8965517241379315,13.48484848484848,13,1
2003,136,1141,79,1166,73,1,11,6,0.7931034482758621,6.103448275862069,0.8787878787878788,14.909090909090908,44.44444444444444,20.454545454545453,5,-0.08568443051201668,-8.805642633228839,23.98989898989899,6,1
2003,136,1143,76,1301,74,1,8,9,0.7241379310344828,4.724137931034483,0.6,4.4,33.111111111111114,47.0,-1,0.12413793103448278,0.32413793103448274,-13.888888888888886,2,1
2003,136,1163,58,1140,53,1,5,12,0.7,8.633333333333333,0.7419354838709677,8.774193548387096,25.363636363636363,29.11111111111111,-7,-0.041935483870967794,-0.14086021505376323,-3.7474747474747474,5,1
2003,136,1181,67,1161,57,1,3,14,0.8,11.566666666666666,0.5666666666666667,1.3333333333333333,8.363636363636363,83.44444444444444,-11,0.2333333333333334,10.233333333333333,-75.08080808080808,10,1
2003,136,1211,74,1153,69,1,9,8,0.7419354838709677,8.870967741935484,0.6071428571428571,5.821428571428571,43.666666666666664,41.77777777777778,1,0.13479262672811065,3.049539170506913,1.8888888888888857,5,1
2003,136,1228,65,1443,60,1,4,13,0.8,14.033333333333333,0.7419354838709677,6.67741935483871,11.090909090909092,58.0,-9,0.058064516129032295,7.355913978494623,-46.90909090909091,5,1
2003,136,1242,64,1429,61,1,2,15,0.7666666666666667,14.966666666666667,0.7333333333333333,5.866666666666666,6.090909090909091,97.33333333333333,-13,0.03333333333333344,9.100000000000001,-91.24242424242424,3,1
2003,136,1266,72,1221,68,1,3,14,0.8214285714285714,10.714285714285714,0.8620689655172413,11.137931034482758,11.727272727272727,71.0,-11,-0.04064039408866993,-0.4236453201970445,-59.27272727272727,4,1
2003,136,1281,72,1356,71,1,6,11,0.6774193548387096,5.290322580645161,0.8,6.433333333333334,22.545454545454547,44.55555555555556,-5,-0.12258064516129041,-1.1430107526881725,-22.01010101010101,1,1
2003,136,1323,70,1454,69,1,5,12,0.7096774193548387,8.903225806451612,0.7666666666666667,7.166666666666667,20.545454545454547,50.111111111111114,-7,-0.05698924731182797,1.7365591397849451,-29.565656565656568,1,1
2003,136,1328,71,1354,54,1,1,16,0.8,11.0,0.6666666666666666,1.5333333333333334,5.818181818181818,211.44444444444446,-15,0.13333333333333341,9.466666666666667,-205.62626262626264,17,1
2003,136,1390,77,1360,69,1,4,13,0.7419354838709677,5.290322580645161,0.6071428571428571,3.1071428571428568,22.90909090909091,87.0,-9,0.13479262672811065,2.1831797235023043,-64.0909090909091,8,1
2003,136,1409,84,1173,71,1,13,4,0.7096774193548387,8.258064516129032,0.8275862068965517,6.482758620689655,57.888888888888886,20.363636363636363,9,-0.11790878754171297,1.7753058954393772,37.525252525252526,13,1
2003,136,1458,81,1451,74,1,5,12,0.7586206896551724,12.03448275862069,0.8620689655172413,7.0344827586206895,19.363636363636363,61.888888888888886,-7,-0.10344827586206895,5.000000000000001,-42.525252525252526,7,1
2003,137,1120,65,1386,63,1,10,7,0.6333333333333333,4.533333333333333,0.7931034482758621,11.344827586206897,42.44444444444444,24.77777777777778,3,-0.1597701149425288,-6.811494252873564,17.666666666666664,2,1
2003,137,1139,47,1280,46,1,12,5,0.8275862068965517,7.655172413793103,0.7,10.0,39.333333333333336,18.09090909090909,7,0.12758620689655176,-2.344827586206897,21.242424242424246,1,1
2003,137,1196,85,1358,55,1,2,15,0.7741935483870968,11.225806451612904,0.7777777777777778,6.518518518518518,9.727272727272727,119.11111111111111,-13,-0.0035842293906810374,4.707287933094386,-109.3838383838384,30,1
2003,137,1231,67,1104,62,1,7,10,0.625,3.53125,0.6071428571428571,4.285714285714286,39.111111111111114,35.55555555555556,-3,0.017857142857142905,-0.7544642857142856,3.555555555555557,5,1
2003,137,1246,95,1237,64,1,1,16,0.90625,13.437500000000002,0.59375,0.84375,1.0,149.22222222222223,-15,0.3125,12.593750000000002,-148.22222222222223,31,1
2003,137,1257,86,1122,64,1,4,13,0.8,13.366666666666667,0.7407407407407407,2.0,10.727272727272727,93.66666666666667,-9,0.059259259259259345,11.366666666666667,-82.93939393939394,22,1
2003,137,1268,75,1423,73,1,6,11,0.6785714285714286,13.928571428571429,0.8,11.766666666666667,24.0,54.22222222222222,-5,-0.12142857142857144,2.1619047619047613,-30.22222222222222,2,1
2003,137,1277,79,1160,64,1,7,10,0.6129032258064516,6.258064516129032,0.6451612903225806,5.451612903225806,33.0,37.666666666666664,-3,-0.032258064516129004,0.806451612903226,-4.666666666666664,15,1
2003,137,1329,77,1335,63,1,6,11,0.6896551724137931,6.517241379310345,0.8148148148148148,10.777777777777779,25.4,53.0,-5,-0.12515964240102162,-4.260536398467433,-27.6,14,1
2003,137,1338,87,1447,61,1,2,15,0.8666666666666667,15.766666666666667,0.6774193548387096,4.096774193548387,3.727272727272727,158.88888888888889,-13,0.18924731182795707,11.669892473118281,-155.16161616161617,26,1
2003,137,1345,80,1261,56,1,9,8,0.6428571428571429,6.5,0.6774193548387096,10.32258064516129,35.22222222222222,27.77777777777778,1,-0.034562211981566726,-3.82258064516129,7.444444444444443,24,1
2003,137,1393,76,1264,65,1,3,14,0.8275862068965517,10.206896551724139,0.7931034482758621,8.413793103448276,11.545454545454545,63.44444444444444,-11,0.03448275862068961,1.793103448275863,-51.898989898989896,11,1
2003,137,1400,82,1421,61,1,1,16,0.7857142857142857,10.178571428571429,0.4482758620689655,-7.241379310344827,6.2727272727272725,240.55555555555554,-15,0.3374384236453202,17.419950738916256,-234.28282828282826,21,1
2003,137,1428,60,1332,58,1,9,8,0.7666666666666667,6.733333333333333,0.71875,8.25,33.333333333333336,35.77777777777778,1,0.04791666666666672,-1.5166666666666666,-2.444444444444443,2,1
2003,137,1448,76,1190,73,1,2,15,0.8275862068965517,10.793103448275861,0.6296296296296297,2.2222222222222223,8.818181818181818,130.44444444444446,-13,0.19795657726692206,8.57088122605364,-121.62626262626264,3,1
2003,137,1462,71,1407,59,1,3,14,0.8333333333333334,12.266666666666667,0.8333333333333334,8.8,15.727272727272727,73.22222222222223,-11,0.0,3.466666666666667,-57.4949494949495,12,1
2003,138,1112,96,1211,95,2,1,9,0.8928571428571429,14.964285714285714,0.7419354838709677,8.870967741935484,2.272727272727273,43.666666666666664,-8,0.15092165898617516,6.0933179723502295,-41.39393939393939,1,1
2003,138,1163,85,1390,74,2,5,4,0.7,8.633333333333333,0.7419354838709677,5.290322580645161,25.363636363636363,22.90909090909091,1,-0.041935483870967794,3.343010752688172,2.4545454545454533,11,1
2003,138,1181,86,1141,60,2,3,11,0.8,11.566666666666666,0.7931034482758621,6.103448275862069,8.363636363636363,44.44444444444444,-8,0.006896551724137945,5.463218390804597,-36.08080808080808,26,1
2003,138,1242,108,1113,76,2,2,10,0.7666666666666667,14.966666666666667,0.6206896551724138,6.793103448275862,6.090909090909091,34.666666666666664,-8,0.1459770114942529,8.173563218390804,-28.575757575757574,32,1
2003,138,1266,101,1281,92,2,3,6,0.8214285714285714,10.714285714285714,0.6774193548387096,5.290322580645161,11.727272727272727,22.545454545454547,-3,0.14400921658986177,5.4239631336405525,-10.81818181818182,9,1
2003,138,1323,68,1228,60,2,5,4,0.7096774193548387,8.903225806451612,0.8,14.033333333333333,20.545454545454547,11.090909090909092,1,-0.0903225806451613,-5.130107526881721,9.454545454545455,8,1
2003,138,1328,74,1143,65,2,1,8,0.8,11.0,0.7241379310344828,4.724137931034483,5.818181818181818,33.111111111111114,-7,0.07586206896551728,6.275862068965517,-27.292929292929294,9,1
2003,138,1458,61,1409,60,2,5,13,0.7586206896551724,12.03448275862069,0.7096774193548387,8.258064516129032,19.363636363636363,57.888888888888886,-8,0.04894327030033363,3.7764182424916584,-38.525252525252526,1,1
2003,139,1120,68,1448,62,2,10,2,0.6333333333333333,4.533333333333333,0.8275862068965517,10.793103448275861,42.44444444444444,8.818181818181818,8,-0.1942528735632184,-6.259770114942528,33.62626262626262,6,1
2003,139,1139,79,1257,71,2,12,4,0.8275862068965517,7.655172413793103,0.8,13.366666666666667,39.333333333333336,10.727272727272727,8,0.027586206896551668,-5.711494252873564,28.60606060606061,8,1
2003,139,1246,74,1428,54,2,1,9,0.90625,13.437500000000002,0.7666666666666667,6.733333333333333,1.0,33.333333333333336,-8,0.13958333333333328,6.704166666666668,-32.333333333333336,20,1
2003,139,1268,77,1462,64,2,6,3,0.6785714285714286,13.928571428571429,0.8333333333333334,12.266666666666667,24.0,15.727272727272727,3,-0.15476190476190477,1.6619047619047613,8.272727272727273,13,1
2003,139,1277,68,1196,46,2,7,2,0.6129032258064516,6.258064516129032,0.7741935483870968,11.225806451612904,33.0,9.727272727272727,5,-0.16129032258064513,-4.967741935483872,23.272727272727273,22,1
2003,139,1338,74,1231,52,2,2,7,0.8666666666666667,15.766666666666667,0.625,3.53125,3.727272727272727,39.111111111111114,-5,0.2416666666666667,12.235416666666667,-35.38383838383839,22,1
